client_id,first_name,last_name,age,gender,email,phone_number,address,city,province,postal_code,employment_status,income_bracket,account_type,account_open_date,avg_monthly_balance,avg_monthly_transactions,total_transaction_volume,loan_products,credit_card_usage_percent,num_overdrafts_last_6_months,missed_payments_last_12_months,online_banking_usage,products_owned,has_investment_account,has_mortgage,mortgage_balance,has_auto_loan,auto_loan_balance,age_group
7959,Daniel,Benson,53,Male,molinarick@example.org,779-894-8739x75914,02932 Cochran Ports,North Jack,Saskatchewan,82742,Retired,$30k–$60k,Joint,2017-11-11,7951,76,60642,Yes,41,3,1,Daily,RRSP;Mortgage;Credit Card,Yes,Yes,469953,No,0,45-54
7960,Rebecca,Ramirez,34,Male,danielle27@example.org,(948)419-7932,568 Jamie Pine Suite 398,Brownville,Quebec,59145,Retired,$60k–$100k,Chequing,2016-03-23,4954,44,77054,No,15,1,3,Never,Mortgage;Credit Card,No,Yes,416603,No,0,25-34
7961,Teresa,Carrillo,24,Female,vallen@example.com,001-880-817-8197x706,428 Caitlin Manor Suite 783,New Natasha,Ontario,7212,Employed,>$100k,Savings,2017-06-15,6200,61,79016,Yes,35,2,1,Daily,Mortgage;Credit Card;TFSA,No,Yes,151202,No,0,18-24
7962,Lisa,Brown,33,Female,vwilson@example.org,728-434-6972x8586,5254 Cooper Plain Apt. 208,New Robyn,Quebec,4079,Unemployed,<$30k,Chequing,2016-05-13,6309,13,95051,Yes,45,3,2,Never,Credit Card;Mortgage,No,Yes,68962,No,0,25-34
7963,Alicia,Brown,46,Male,tamara93@example.org,6628493520,11970 Raymond Flats,Padillastad,Ontario,10904,Unemployed,>$100k,Business,2022-04-09,7206,18,64256,Yes,17,5,2,Weekly,TFSA;Mortgage,No,Yes,276371,No,0,45-54
7964,Shawn,Stuart,54,Other,walterdiana@example.com,(346)632-3788x9792,26359 Parsons Trafficway,Markbury,British Columbia,41457,Student,$30k–$60k,Chequing,2020-03-17,5607,58,27975,Yes,100,3,1,Rarely,TFSA,No,No,0,Yes,64758,45-54
7965,Michelle,Gomez,43,Other,brett88@example.org,7402722136,0395 Shane Summit,East Megan,Alberta,32476,Retired,>$100k,Savings,2024-04-12,7802,50,29266,No,50,5,2,Weekly,RRSP,No,Yes,427241,No,0,35-44
7966,Michelle,Cross,38,Other,henryeric@example.org,(812)362-0577x604,0187 Caitlin Shoals,Peterschester,Quebec,51780,Unemployed,<$30k,Joint,2019-04-29,517,74,98102,Yes,94,1,0,Weekly,TFSA;Mortgage;RRSP,No,Yes,244735,Yes,80967,35-44
7967,Connie,Smith,50,Other,phillipsgina@example.org,557-698-6817,358 Joseph Burgs,Jameschester,Ontario,56150,Employed,>$100k,Joint,2019-10-10,5635,21,98765,No,42,4,2,Weekly,Credit Card,No,Yes,358621,No,0,45-54
7968,Brian,Carter,73,Female,jeffreygoodman@example.com,4302213892,740 Eric Vista,New Chelseashire,Quebec,7347,Retired,<$30k,Joint,2023-05-24,9280,37,71181,No,52,2,0,Rarely,RRSP;Mortgage,No,Yes,249878,No,0,55+
7969,Joel,Walters,32,Female,victoria01@example.com,862.894.4299x65126,5097 Berry Manors Suite 203,Vickifurt,Ontario,48527,Unemployed,<$30k,Business,2019-04-22,3872,7,74875,No,11,4,0,Daily,RRSP;TFSA;Mortgage;Credit Card,Yes,No,0,No,0,25-34
7970,Stephen,Beasley,34,Male,gmarks@example.com,745-439-0938,8908 Joel Pike Suite 557,Christinatown,Ontario,81572,Retired,>$100k,Savings,2021-08-07,7290,26,5776,No,39,3,2,Weekly,TFSA,No,No,0,No,0,25-34
7971,Jessica,Russell,34,Female,kmartin@example.com,(379)701-8183x57452,0738 Walker Tunnel Apt. 522,East Christopher,Quebec,82769,Student,$60k–$100k,Savings,2025-01-09,2410,81,18812,No,4,5,2,Rarely,Mortgage;TFSA;RRSP,Yes,No,0,No,0,25-34
7972,Anthony,Ayala,57,Female,martinkristen@example.org,+1-272-677-6606x1859,55826 Williams Mall,New Rebeccachester,British Columbia,17748,Student,>$100k,Chequing,2019-01-31,4826,48,30303,Yes,34,0,2,Never,RRSP;Credit Card,No,No,0,Yes,47336,55+
7973,Javier,Gregory,42,Female,stephanie15@example.org,965-512-9938,156 Barton Walk,Wilsonfurt,Quebec,8279,Student,$30k–$60k,Chequing,2019-07-28,3110,45,55616,Yes,3,4,1,Daily,Credit Card;Mortgage,No,Yes,456177,Yes,72029,35-44
7974,Kathleen,Hernandez,33,Other,taylor41@example.org,(613)723-0421x1667,79681 Moore Corners,North Kimberlyport,Saskatchewan,95800,Retired,$30k–$60k,Chequing,2020-07-11,8528,34,8003,No,38,1,0,Daily,TFSA;Credit Card;RRSP,Yes,No,0,No,0,25-34
7975,Kristine,Russell,64,Other,johnsonsean@example.com,(475)970-9288,91254 Donna Trail Suite 835,Port Johnside,Alberta,6927,Student,$60k–$100k,Chequing,2015-12-02,6339,87,75794,No,10,3,1,Daily,Credit Card;Mortgage,No,No,0,No,0,55+
7976,Sydney,Wilson,35,Male,jwallace@example.net,(943)511-7008x8009,007 Teresa Fords Apt. 430,Morrisfort,Quebec,3416,Student,>$100k,Chequing,2025-04-29,2281,74,32242,No,47,3,2,Never,Mortgage;Credit Card;RRSP;TFSA,Yes,Yes,385888,Yes,94506,35-44
7977,Kylie,Wong,53,Male,christopher26@example.net,880.294.0025x0933,2817 Breanna Trail Suite 459,Collinsberg,British Columbia,67466,Retired,<$30k,Chequing,2021-05-02,9196,83,45637,No,18,3,1,Never,RRSP;Credit Card,No,No,0,Yes,99476,45-54
7978,Derek,Thomas,61,Male,garyjones@example.com,+1-337-941-7366x04826,6880 Walker Overpass Suite 386,North Michelle,Nova Scotia,26209,Student,$30k–$60k,Savings,2024-07-29,9714,18,84684,No,21,4,3,Never,RRSP;Mortgage,Yes,No,0,No,0,55+
7979,Melissa,Mullen,53,Other,edavis@example.net,319-982-6423x46437,2446 Regina Plaza Suite 976,New Jenny,Alberta,98373,Employed,>$100k,Joint,2021-05-13,4391,88,52549,Yes,16,2,1,Daily,RRSP;Credit Card;Mortgage,No,No,0,No,0,45-54
7980,Matthew,Taylor,39,Female,yjuarez@example.net,922-346-0762x9174,677 Ashley Haven,Millerport,Ontario,68912,Retired,$60k–$100k,Chequing,2016-10-22,3478,71,74301,Yes,87,1,2,Daily,TFSA;Credit Card;Mortgage;RRSP,Yes,Yes,100820,Yes,77333,35-44
7981,Perry,Morgan,39,Female,umiller@example.net,528.682.7081x9675,7771 Timothy Extensions,Lukeshire,Quebec,86947,Student,>$100k,Chequing,2019-10-26,5514,82,94261,Yes,21,3,2,Rarely,Credit Card;TFSA;RRSP,No,Yes,165521,Yes,19809,35-44
7982,Darius,Miller,38,Other,kingandrea@example.com,001-791-454-7922x0789,6177 Katrina Isle,South Stevenbury,Quebec,81529,Employed,$30k–$60k,Chequing,2015-12-20,4040,92,30054,No,58,4,3,Never,RRSP;Mortgage;Credit Card;TFSA,No,No,0,No,0,35-44
7983,William,Ewing,63,Female,romerojanet@example.net,604.600.3823,554 Harmon Walk Suite 910,Cassiefurt,Quebec,51847,Employed,>$100k,Chequing,2024-04-04,9785,32,37397,No,95,2,0,Daily,Mortgage;Credit Card;RRSP,Yes,No,0,Yes,29873,55+
7984,Michael,Powell,24,Female,browndawn@example.org,5145274056,884 Kim Route Apt. 707,Jeanetteport,Quebec,61339,Unemployed,$60k–$100k,Chequing,2020-10-27,5166,27,8826,No,30,1,3,Never,Mortgage,No,No,0,Yes,14715,18-24
7985,Misty,Freeman,44,Other,kimsims@example.net,(842)939-2026x611,435 Madison Terrace Suite 623,East Amandamouth,Alberta,15148,Unemployed,$60k–$100k,Chequing,2018-12-11,3471,92,41529,No,73,1,2,Never,RRSP;Mortgage,Yes,Yes,462775,No,0,35-44
7986,Jeffrey,Thornton,21,Other,leebrianna@example.com,(882)590-2289x8883,8322 Anthony View,South Malik,Quebec,33683,Unemployed,>$100k,Chequing,2021-03-01,3668,10,67518,Yes,99,0,0,Weekly,TFSA;RRSP;Mortgage,No,Yes,48284,No,0,18-24
7987,Michelle,Jones,76,Male,peter32@example.org,001-220-738-8789,55004 Parks Viaduct Apt. 457,Port Alexishaven,Quebec,43292,Employed,>$100k,Chequing,2020-06-13,2115,98,13113,Yes,94,0,0,Rarely,TFSA,No,Yes,75654,No,0,55+
7988,Elizabeth,Meza,66,Male,chadwest@example.com,5719574071,916 Chad Drives Apt. 579,Christensenfort,Ontario,24239,Retired,<$30k,Chequing,2019-10-02,1282,67,8040,Yes,1,5,2,Never,RRSP,Yes,Yes,296947,No,0,55+
7989,Travis,Rice,62,Other,kmacdonald@example.com,+1-785-608-0418x618,391 Dean Plains,Adamsside,Quebec,23357,Employed,>$100k,Chequing,2016-04-23,8799,90,26115,Yes,23,5,2,Daily,Mortgage;RRSP;TFSA,Yes,Yes,233943,Yes,29722,55+
7990,Douglas,Curry,71,Female,imitchell@example.com,734.350.7217x3929,7732 Anderson Park,Stevenmouth,Quebec,71729,Employed,$30k–$60k,Savings,2022-02-22,3155,36,7258,No,54,3,3,Never,Credit Card;RRSP;Mortgage;TFSA,Yes,Yes,135063,Yes,96851,55+
7991,Paul,Campbell,64,Other,emily37@example.org,313.275.8785x6721,412 Matthew Alley,Torresfort,Manitoba,74974,Student,<$30k,Savings,2022-07-18,1813,12,57809,Yes,97,3,3,Daily,Credit Card,No,No,0,No,0,55+
7992,Sarah,Ellis,78,Female,brianjames@example.org,658-233-5225x21224,545 Adam Neck Apt. 728,East Davidton,Quebec,49881,Unemployed,$60k–$100k,Business,2025-04-22,8736,100,11668,No,81,0,3,Rarely,TFSA;RRSP,Yes,No,0,No,0,55+
7993,Anne,Miller,44,Male,garciaalyssa@example.org,001-832-287-3279x328,78657 Esparza Manor Suite 981,Port Zachary,Ontario,18411,Student,>$100k,Chequing,2018-01-30,8891,78,96089,No,37,0,2,Never,Mortgage;Credit Card;RRSP,No,Yes,291658,No,0,35-44
7994,Elizabeth,Mitchell,29,Male,hannahmedina@example.org,(633)952-3149,0538 David Squares,East Michael,Ontario,11856,Unemployed,$60k–$100k,Savings,2023-02-27,4236,98,19440,No,11,1,2,Daily,TFSA;Credit Card,Yes,Yes,260619,No,0,25-34
7995,Joshua,Thompson,69,Female,pamela25@example.net,+1-826-446-9392,0530 Diana Fort,Brendatown,Alberta,566,Unemployed,>$100k,Chequing,2019-06-18,6319,62,72176,No,59,1,1,Weekly,Mortgage;Credit Card;TFSA;RRSP,Yes,Yes,111129,No,0,55+
7996,Kelli,Clark,51,Other,daniellejackson@example.org,+1-865-328-7446x7952,95824 Hall Center Apt. 798,East Joseph,Alberta,82114,Retired,>$100k,Savings,2021-09-26,7933,59,7370,No,11,1,0,Rarely,TFSA;RRSP;Mortgage,Yes,No,0,No,0,45-54
7997,Brian,Gomez,55,Male,sarahhamilton@example.org,(290)896-9317x34336,945 Michael Isle,Matthewshire,British Columbia,37207,Student,$60k–$100k,Chequing,2021-04-12,5906,75,49166,Yes,24,2,3,Rarely,Credit Card,Yes,Yes,367326,No,0,55+
7998,Andrew,White,43,Female,meyerdesiree@example.org,6582303225,3064 Gonzalez Streets Suite 026,New Elizabeth,Ontario,22451,Employed,$30k–$60k,Chequing,2024-08-28,1523,77,10309,Yes,36,3,0,Never,Credit Card;TFSA;Mortgage,Yes,No,0,Yes,69920,35-44
7999,Scott,Miller,39,Female,kevinhopkins@example.com,5733759829,0192 John Burg Apt. 691,Lake Jenniferview,Ontario,52708,Student,$30k–$60k,Joint,2019-01-01,716,17,18577,No,19,2,3,Daily,Mortgage;TFSA;Credit Card,No,Yes,438156,No,0,35-44
8000,Kristin,White,43,Male,tkelley@example.com,(311)440-1562x94521,558 Susan Pike Apt. 012,Jameston,Alberta,98150,Unemployed,$60k–$100k,Joint,2018-05-17,8125,47,70062,No,0,0,0,Rarely,Mortgage;Credit Card;RRSP;TFSA,No,No,0,No,0,35-44
8001,Adam,Davis,73,Female,nhall@example.com,001-639-863-4239,08360 Sylvia Shoal,Lake Amandahaven,New Brunswick,22000,Retired,$60k–$100k,Savings,2022-03-28,1216,91,25434,Yes,0,2,2,Rarely,Mortgage;Credit Card;TFSA;RRSP,Yes,No,0,Yes,27646,55+
8002,Isaac,Woods,26,Female,adammaldonado@example.org,835-382-4220x885,201 Harper Oval,Ellisstad,Alberta,2806,Student,<$30k,Savings,2017-02-19,9360,38,63683,Yes,48,1,3,Never,TFSA;RRSP;Credit Card,No,Yes,323856,Yes,53970,25-34
8003,Anthony,Simpson,41,Female,vowens@example.net,+1-668-279-3388x1911,6958 Hamilton Field Apt. 307,South Thomas,Quebec,95813,Retired,$60k–$100k,Joint,2021-08-04,8356,37,40704,Yes,8,4,1,Weekly,Credit Card;RRSP,No,Yes,225379,No,0,35-44
8004,Brittany,Stephenson,42,Other,micheleguzman@example.org,(497)511-5488x1760,68920 Kristin Course Suite 993,Lake Reginaburgh,Saskatchewan,90373,Student,<$30k,Savings,2016-02-26,1591,95,62849,No,69,3,3,Weekly,TFSA;RRSP;Credit Card;Mortgage,Yes,Yes,98300,Yes,64443,35-44
8005,Shannon,Griffith,58,Male,matthew40@example.org,+1-211-941-0937x424,64805 Brian Vista Apt. 945,Lake Angelachester,Quebec,97703,Employed,>$100k,Savings,2024-07-09,2681,18,91955,No,16,5,3,Daily,RRSP;Credit Card,Yes,No,0,Yes,35457,55+
8006,Michelle,Arnold,54,Female,laurenatkins@example.net,001-518-531-7711x076,48680 Jose Village,Goldenport,Ontario,53904,Employed,>$100k,Chequing,2024-08-07,4688,63,33870,No,7,5,2,Rarely,Mortgage;RRSP,No,Yes,173959,No,0,45-54
8007,James,Howe,50,Female,mlopez@example.com,+1-886-943-8279x6938,094 Hensley Springs,New Cheryl,New Brunswick,99469,Employed,>$100k,Savings,2018-07-25,3062,11,84032,Yes,68,3,2,Rarely,TFSA;Credit Card;RRSP,No,Yes,482529,No,0,45-54
8008,Andrew,Simmons,62,Male,jenkinstimothy@example.net,+1-651-573-2063x137,6459 Bowen Divide Suite 754,Wardmouth,Ontario,31770,Retired,<$30k,Savings,2020-07-14,6120,9,98337,No,9,4,0,Weekly,Mortgage,Yes,No,0,Yes,9668,55+
8009,Michael,Bryant,52,Female,collinshaffer@example.net,+1-845-312-9324x5927,49369 Jenkins Lane Suite 311,Tracyville,Nova Scotia,53280,Student,$60k–$100k,Chequing,2016-02-25,9451,28,1440,Yes,6,4,0,Never,Mortgage;TFSA,No,No,0,Yes,6512,45-54
8010,Bruce,Schroeder,40,Other,jonathan31@example.com,441.619.9669x93624,6141 Laura Crest,Anthonyhaven,Saskatchewan,78971,Retired,$30k–$60k,Business,2017-04-16,6402,86,35946,Yes,29,0,1,Daily,TFSA;Mortgage,Yes,Yes,406461,Yes,89763,35-44
8011,Jessica,Barnes,21,Male,justin76@example.com,422.879.1050x012,39519 Melissa Villages,Port Tiffany,Quebec,19718,Employed,$60k–$100k,Joint,2022-08-05,4617,16,35736,Yes,58,0,3,Weekly,Credit Card,No,No,0,No,0,18-24
8012,Sherri,Ellison,51,Female,pprice@example.org,(443)225-7187,800 Gillespie Bridge,New Hannah,Newfoundland and Labrador,21532,Retired,>$100k,Savings,2024-06-29,918,89,64950,No,50,4,1,Daily,RRSP;Mortgage,No,No,0,No,0,45-54
8013,Gregory,Scott,44,Male,patricksmith@example.org,455-585-9136x0605,52983 Daniel Plaza Apt. 879,West Lonnieview,Ontario,57705,Unemployed,$30k–$60k,Joint,2023-05-12,7898,21,10513,No,5,4,0,Weekly,TFSA,No,Yes,118598,Yes,52196,35-44
8014,Christopher,Payne,34,Other,tcastillo@example.net,882-956-4363,68406 Stephanie Street Apt. 599,Lake Joseph,Ontario,31355,Retired,$30k–$60k,Savings,2020-06-28,5849,38,41934,Yes,77,0,3,Never,RRSP,Yes,No,0,No,0,25-34
8015,Sheila,Davis,48,Female,kristopher86@example.net,+1-209-659-8950,53826 Gill Pike,Jamesview,Ontario,62811,Employed,$30k–$60k,Joint,2018-04-30,5542,26,99563,Yes,2,0,2,Never,TFSA;Credit Card;Mortgage;RRSP,Yes,No,0,No,0,45-54
8016,Holly,Patterson,53,Other,perezashley@example.com,509-304-5113x2144,00719 Kim Place,Juliaville,Quebec,31689,Retired,$30k–$60k,Savings,2018-08-02,540,74,41073,No,37,0,2,Weekly,Mortgage;TFSA;Credit Card;RRSP,No,No,0,Yes,67484,45-54
8017,Steven,Brennan,46,Male,rodriguezkurt@example.net,725.571.4807x30068,328 Bailey Stream,Lake Davidberg,British Columbia,85195,Employed,$60k–$100k,Chequing,2020-04-12,9138,72,9790,Yes,63,4,0,Daily,Credit Card;Mortgage;RRSP,Yes,No,0,No,0,45-54
8018,David,Carrillo,52,Other,onichols@example.org,+1-575-562-7310x8066,49397 David Wall,Nealville,Ontario,90231,Employed,>$100k,Joint,2022-01-28,5484,17,86504,No,64,3,0,Rarely,RRSP,No,No,0,Yes,89198,45-54
8019,Carrie,Hernandez,50,Male,rrodriguez@example.org,001-369-452-5723x99949,096 Lopez Isle Apt. 117,Bowenberg,Quebec,94025,Retired,<$30k,Joint,2024-10-14,4487,70,79797,Yes,74,3,0,Daily,Mortgage,No,No,0,Yes,36658,45-54
8020,Timothy,Scott,33,Male,paulbrittany@example.org,+1-706-931-6627x4674,656 White Place Apt. 610,Nancyberg,Ontario,39480,Retired,>$100k,Savings,2017-07-03,773,53,19459,No,51,1,0,Weekly,Mortgage;Credit Card,No,Yes,354313,Yes,19360,25-34
8021,John,Rivers,64,Other,howellalexandria@example.com,(988)496-2786,8348 Blackwell Track,East Alejandro,Ontario,84451,Retired,$60k–$100k,Savings,2023-10-26,7401,57,83503,No,76,5,2,Never,Mortgage,No,No,0,Yes,78500,55+
8022,Frank,Campos,25,Male,ryan67@example.org,001-418-989-6005x1900,4547 Sanchez Way Apt. 644,Justinstad,British Columbia,46928,Employed,>$100k,Chequing,2017-03-04,3402,100,11326,Yes,48,4,0,Never,Credit Card;TFSA,No,Yes,10881,No,0,25-34
8023,Joseph,Gomez,18,Female,stephanie71@example.org,278.334.0080,43600 Sheppard Unions Suite 975,Angelachester,Quebec,18113,Retired,$60k–$100k,Joint,2022-08-02,8049,31,26241,No,53,4,2,Daily,Mortgage;RRSP;TFSA,Yes,Yes,380052,Yes,11951,18-24
8024,Sydney,Burns,58,Female,harriselizabeth@example.org,885.271.0551x4752,7235 Kenneth Hills Apt. 028,Johnstonfurt,Quebec,44308,Employed,$60k–$100k,Savings,2023-04-17,8192,85,34318,No,3,1,1,Rarely,RRSP;Credit Card;Mortgage,No,No,0,Yes,42714,55+
8025,Sheryl,Hubbard,53,Other,larsonrachel@example.com,(725)574-0618,4890 Yvonne Circles,East Dianeborough,British Columbia,91770,Unemployed,<$30k,Joint,2015-06-19,6980,75,20027,No,72,0,1,Never,RRSP,Yes,Yes,375114,Yes,49153,45-54
8026,Mark,Leon,36,Female,donna76@example.org,001-887-730-5564x348,1443 Browning Plain,Dennisfort,Ontario,4769,Student,$30k–$60k,Joint,2023-10-19,7709,77,99507,Yes,1,5,2,Never,Credit Card;TFSA,No,No,0,Yes,27114,35-44
8027,Jason,Larsen,41,Male,vincent76@example.net,286-484-5729,993 Parker Squares,New Jennifer,Alberta,10292,Student,$60k–$100k,Chequing,2021-05-19,5332,39,26605,No,24,4,0,Weekly,Credit Card,No,Yes,205295,No,0,35-44
8028,Julie,Tucker,37,Other,reynoldsdana@example.net,384.372.3298x488,291 Wood Walks Suite 638,West Sarah,Quebec,14500,Retired,$30k–$60k,Savings,2020-12-06,4147,71,11689,No,53,3,0,Rarely,TFSA;Mortgage;Credit Card;RRSP,No,No,0,No,0,35-44
8029,Jesse,Gillespie,52,Female,santiagolisa@example.net,(644)550-4689x51431,78642 Heather Route,Hallport,British Columbia,65636,Student,>$100k,Joint,2016-01-09,9885,54,78012,No,92,4,3,Weekly,TFSA,Yes,No,0,Yes,89902,45-54
8030,David,Gonzalez,25,Female,mshelton@example.net,480-973-3283x63550,29067 Jasmin Glen,Port Jamesmouth,Quebec,40761,Student,$60k–$100k,Chequing,2019-06-12,7710,73,30912,No,45,4,0,Never,RRSP,Yes,No,0,Yes,61506,25-34
8031,Melissa,Jackson,51,Male,rogersterry@example.org,241.853.4664x3849,26422 Morton Throughway,Port Michael,Ontario,10597,Employed,>$100k,Chequing,2024-06-08,7231,17,13602,Yes,35,1,0,Weekly,TFSA;RRSP,No,No,0,No,0,45-54
8032,Deborah,Garcia,32,Other,ashleeromero@example.org,(676)423-5336x3629,14799 Monica Common,Lake Marytown,British Columbia,93272,Unemployed,<$30k,Chequing,2025-01-25,2390,25,28037,Yes,45,4,1,Rarely,TFSA;Credit Card,No,No,0,No,0,25-34
8033,Michael,Holland,26,Male,hesparza@example.org,001-526-812-4225x7836,10114 Nathan Knolls,South Angelaborough,Quebec,34921,Employed,<$30k,Savings,2025-01-07,3837,14,76930,Yes,84,5,2,Never,RRSP;Mortgage;TFSA,Yes,Yes,449403,Yes,39582,25-34
8034,Donald,Sims,19,Other,umorales@example.net,(528)956-5116x99143,67834 Rosales Overpass Suite 198,Williamsonfort,Quebec,41434,Student,$60k–$100k,Chequing,2020-08-09,4751,23,82474,Yes,79,0,3,Weekly,Mortgage,Yes,No,0,No,0,18-24
8035,Bob,Randolph,43,Female,blackburnchristopher@example.org,001-405-369-8314,155 Jesse Locks Suite 215,Coreystad,Ontario,4878,Unemployed,$30k–$60k,Chequing,2017-05-17,1746,97,15842,No,60,4,0,Weekly,TFSA,Yes,Yes,293933,Yes,65751,35-44
8036,Jerry,Baldwin,42,Female,cindy18@example.org,(326)378-4239x817,0538 Crosby Oval,Townsendmouth,Ontario,1414,Unemployed,>$100k,Joint,2021-05-09,7815,54,97838,No,61,4,2,Daily,TFSA,Yes,Yes,33242,Yes,63595,35-44
8037,Shane,Patterson,18,Female,grayryan@example.com,658.293.2481x21130,83728 Victor Manors Apt. 714,Huntfurt,Ontario,49819,Student,$60k–$100k,Joint,2021-02-16,5574,93,47932,No,15,3,0,Daily,TFSA;Mortgage;Credit Card;RRSP,No,Yes,143259,No,0,18-24
8038,Cameron,Walker,29,Other,abrown@example.com,(641)830-4296x46452,62496 Joshua Ports Apt. 411,New Christinaland,Nova Scotia,46676,Student,$60k–$100k,Joint,2019-12-02,4092,50,42818,No,72,0,2,Weekly,RRSP;TFSA;Mortgage;Credit Card,No,No,0,No,0,25-34
8039,Robin,Wilcox,34,Female,nhoward@example.com,9847874260,740 Matthew Avenue Suite 823,Costaland,Ontario,85361,Employed,$30k–$60k,Chequing,2017-04-01,5898,75,50129,Yes,55,2,0,Daily,Credit Card;Mortgage;RRSP,No,Yes,144737,Yes,95353,25-34
8040,Lisa,Schultz,72,Male,spencekiara@example.net,001-328-477-2024x970,979 Garcia Overpass Apt. 305,East Kyleshire,Nova Scotia,2159,Student,$60k–$100k,Chequing,2019-03-06,3514,22,74523,No,51,1,2,Weekly,TFSA;Mortgage;Credit Card,Yes,No,0,Yes,95263,55+
8041,Alexander,Vasquez,42,Male,james82@example.com,+1-799-436-1606x96725,207 Johnson Summit,Hansenhaven,Alberta,68891,Unemployed,$30k–$60k,Chequing,2023-10-24,5975,15,43967,No,52,3,0,Weekly,RRSP;Mortgage;TFSA,No,No,0,Yes,80581,35-44
8042,Julie,Diaz,67,Male,christopher74@example.net,(434)320-7806,077 Ryan Ranch,East Laura,British Columbia,72412,Employed,$30k–$60k,Chequing,2016-10-16,8976,40,79613,Yes,15,3,0,Rarely,Mortgage,Yes,Yes,396742,Yes,61417,55+
8043,Dale,Mata,46,Female,lopezkevin@example.org,947-955-2105,715 Austin Unions Apt. 512,Petersonbury,Alberta,85113,Retired,$30k–$60k,Chequing,2016-12-11,6661,24,23135,Yes,49,3,2,Never,Mortgage;Credit Card;TFSA;RRSP,No,No,0,No,0,45-54
8044,Melissa,Moreno,62,Other,hchavez@example.com,001-240-247-5219x9999,726 Collins Shoals Apt. 874,South Debrafurt,British Columbia,34783,Retired,$30k–$60k,Joint,2020-10-04,8958,88,24209,Yes,24,5,3,Daily,Credit Card;Mortgage;TFSA;RRSP,Yes,Yes,317092,No,0,55+
8045,Christopher,Chavez,64,Other,kristinmills@example.org,(814)242-5979,090 Brian Mountains,East Matthew,British Columbia,99152,Unemployed,$30k–$60k,Joint,2018-07-26,3602,72,37665,No,26,2,1,Daily,Mortgage;TFSA,No,Yes,353621,Yes,80010,55+
8046,Mark,Giles,31,Female,dstein@example.org,714-952-0427x172,4700 Kristi Forks Apt. 196,North Samanthastad,British Columbia,58531,Retired,$30k–$60k,Chequing,2020-10-08,2471,49,88784,Yes,80,3,2,Rarely,Mortgage,No,No,0,No,0,25-34
8047,John,Owens,31,Female,marvin08@example.org,567-946-9799,851 Matthew Glen Apt. 585,South Joseshire,Ontario,90636,Retired,$60k–$100k,Chequing,2023-04-09,4379,48,55889,No,69,3,2,Never,Credit Card;TFSA,Yes,No,0,No,0,25-34
8048,Ryan,Collins,44,Female,owillis@example.org,(858)351-9647x801,24405 Clayton Place Suite 018,South Samanthamouth,Ontario,2467,Retired,$30k–$60k,Chequing,2017-10-18,4730,52,36743,Yes,5,2,1,Never,Credit Card;TFSA,Yes,Yes,399483,Yes,16950,35-44
8049,James,Parker,21,Male,zjohnson@example.net,659-708-6643,6390 Fox Passage,Ambermouth,Alberta,13090,Student,<$30k,Chequing,2016-06-14,5519,11,37539,No,65,2,3,Weekly,TFSA;Mortgage,Yes,No,0,Yes,83776,18-24
8050,Jim,Pearson,37,Other,xrose@example.net,(361)852-5952,1439 Roberts Drives Apt. 116,North Davidville,Ontario,68178,Employed,<$30k,Chequing,2022-10-09,1604,51,21302,Yes,40,4,0,Rarely,RRSP,No,Yes,370878,Yes,24587,35-44
8051,Leslie,Johnson,38,Other,lhansen@example.org,3928145821,49982 Estes Plains Suite 412,Thompsonstad,Ontario,65080,Employed,<$30k,Chequing,2016-11-05,3578,55,31869,Yes,37,5,0,Rarely,TFSA;Credit Card;RRSP,Yes,No,0,No,0,35-44
8052,Richard,Gregory,41,Female,onealdaniel@example.net,001-321-803-2306x714,8637 Hayes Haven Apt. 089,West Veronicamouth,Manitoba,81984,Employed,$30k–$60k,Chequing,2019-02-09,9046,15,28004,Yes,44,1,1,Daily,Mortgage,Yes,No,0,No,0,35-44
8053,Michelle,James,80,Female,yallen@example.net,(384)972-8595x9184,7472 Mark Rapids,Youngborough,Quebec,58460,Retired,$60k–$100k,Joint,2015-09-16,9419,47,44009,No,92,5,0,Rarely,Credit Card;RRSP;Mortgage,Yes,No,0,Yes,98031,55+
8054,Patrick,Guerrero,43,Female,rhall@example.org,778-401-5477x6500,79783 Jacqueline Falls,Theresamouth,Saskatchewan,62228,Student,$60k–$100k,Chequing,2015-12-11,3276,92,7788,Yes,89,5,1,Weekly,RRSP;Mortgage,No,Yes,261254,Yes,60092,35-44
8055,John,Martinez,24,Female,greenetiffany@example.org,747.482.9908x70512,12147 Tanner Cape Suite 390,South James,Quebec,38460,Unemployed,$30k–$60k,Chequing,2016-03-06,2580,56,34099,Yes,76,0,3,Never,TFSA,No,Yes,10325,Yes,75710,18-24
8056,Charles,Snyder,34,Male,bowersstephanie@example.org,843-413-7513,56814 Ashley Mountains,East Breanna,Quebec,92083,Unemployed,>$100k,Joint,2017-09-12,8174,23,17452,Yes,56,0,3,Daily,RRSP;TFSA;Credit Card;Mortgage,No,No,0,Yes,63487,25-34
8057,Mary,Edwards,48,Female,hschwartz@example.org,(622)810-4421x20260,988 Christina Motorway Suite 527,Danielport,British Columbia,60960,Student,>$100k,Chequing,2022-10-17,9650,53,57046,No,0,0,2,Never,Credit Card;TFSA,Yes,Yes,332533,Yes,43705,45-54
